,Availability,Date,Time,IsWeekend,IsPeakHour,Holidays,Datetime,ISO8601,temperature,rain
0,1642,2016-06-01,10:12:37,False,False,Gawai Dayak,2016-06-01 10:00:00,2016-06-01T10:00,27.3,0.0
1,1609,2016-06-01,10:15:05,False,False,Gawai Dayak,2016-06-01 10:00:00,2016-06-01T10:00,27.3,0.0
2,1458,2016-06-01,10:30:05,False,False,Gawai Dayak,2016-06-01 10:00:00,2016-06-01T10:00,27.3,0.0
3,1357,2016-06-01,10:45:04,False,False,Gawai Dayak,2016-06-01 10:00:00,2016-06-01T10:00,27.3,0.0
4,1235,2016-06-01,11:00:06,False,False,Gawai Dayak,2016-06-01 11:00:00,2016-06-01T11:00,27.8,0.0
5,1076,2016-06-01,11:15:04,False,False,Gawai Dayak,2016-06-01 11:00:00,2016-06-01T11:00,27.8,0.0
6,0944,2016-06-01,11:30:05,False,False,Gawai Dayak,2016-06-01 11:00:00,2016-06-01T11:00,27.8,0.0
7,0791,2016-06-01,11:45:04,False,False,Gawai Dayak,2016-06-01 11:00:00,2016-06-01T11:00,27.8,0.0
8,0637,2016-06-01,12:00:05,False,True,Gawai Dayak,2016-06-01 12:00:00,2016-06-01T12:00,28.3,0.0
9,0529,2016-06-01,12:15:05,False,True,Gawai Dayak,2016-06-01 12:00:00,2016-06-01T12:00,28.3,0.0
10,0437,2016-06-01,12:30:05,False,True,Gawai Dayak,2016-06-01 12:00:00,2016-06-01T12:00,28.3,0.0
11,0355,2016-06-01,12:45:05,False,True,Gawai Dayak,2016-06-01 12:00:00,2016-06-01T12:00,28.3,0.0
12,0220,2016-06-01,13:00:05,False,True,Gawai Dayak,2016-06-01 13:00:00,2016-06-01T13:00,28.8,0.0
13,0133,2016-06-01,13:15:05,False,True,Gawai Dayak,2016-06-01 13:00:00,2016-06-01T13:00,28.8,0.0
14,0026,2016-06-01,13:30:04,False,True,Gawai Dayak,2016-06-01 13:00:00,2016-06-01T13:00,28.8,0.0
15,FULL,2016-06-01,13:45:04,False,True,Gawai Dayak,2016-06-01 13:00:00,2016-06-01T13:00,28.8,0.0
16,FULL,2016-06-01,14:00:05,False,False,Gawai Dayak,2016-06-01 14:00:00,2016-06-01T14:00,29.2,0.0
17,FULL,2016-06-01,14:15:05,False,False,Gawai Dayak,2016-06-01 14:00:00,2016-06-01T14:00,29.2,0.0
18,FULL,2016-06-01,14:30:04,False,False,Gawai Dayak,2016-06-01 14:00:00,2016-06-01T14:00,29.2,0.0
19,0005,2016-06-01,14:45:05,False,False,Gawai Dayak,2016-06-01 14:00:00,2016-06-01T14:00,29.2,0.0
20,FULL,2016-06-01,15:00:04,False,False,Gawai Dayak,2016-06-01 15:00:00,2016-06-01T15:00,30.7,0.0
21,0043,2016-06-01,15:15:04,False,False,Gawai Dayak,2016-06-01 15:00:00,2016-06-01T15:00,30.7,0.0
22,0062,2016-06-01,15:30:05,False,False,Gawai Dayak,2016-06-01 15:00:00,2016-06-01T15:00,30.7,0.0
23,0082,2016-06-01,15:45:06,False,False,Gawai Dayak,2016-06-01 15:00:00,2016-06-01T15:00,30.7,0.0
24,0084,2016-06-01,16:00:06,False,True,Gawai Dayak,2016-06-01 16:00:00,2016-06-01T16:00,30.8,0.0
25,0184,2016-06-01,16:15:05,False,True,Gawai Dayak,2016-06-01 16:00:00,2016-06-01T16:00,30.8,0.0
26,0302,2016-06-01,16:30:05,False,True,Gawai Dayak,2016-06-01 16:00:00,2016-06-01T16:00,30.8,0.0
27,0441,2016-06-01,16:45:04,False,True,Gawai Dayak,2016-06-01 16:00:00,2016-06-01T16:00,30.8,0.0
28,0523,2016-06-01,17:00:05,False,True,Gawai Dayak,2016-06-01 17:00:00,2016-06-01T17:00,30.7,0.0
29,0707,2016-06-01,17:15:05,False,True,Gawai Dayak,2016-06-01 17:00:00,2016-06-01T17:00,30.7,0.0
30,0955,2016-06-01,17:30:05,False,True,Gawai Dayak,2016-06-01 17:00:00,2016-06-01T17:00,30.7,0.0
31,1168,2016-06-01,17:45:05,False,True,Gawai Dayak,2016-06-01 17:00:00,2016-06-01T17:00,30.7,0.0
32,1391,2016-06-01,18:00:04,False,False,Gawai Dayak,2016-06-01 18:00:00,2016-06-01T18:00,30.3,0.0
33,1572,2016-06-01,18:15:04,False,False,Gawai Dayak,2016-06-01 18:00:00,2016-06-01T18:00,30.3,0.0
34,1619,2016-06-01,18:30:04,False,False,Gawai Dayak,2016-06-01 18:00:00,2016-06-01T18:00,30.3,0.0
35,1753,2016-06-01,18:45:04,False,False,Gawai Dayak,2016-06-01 18:00:00,2016-06-01T18:00,30.3,0.0
36,1852,2016-06-01,19:00:05,False,False,Gawai Dayak,2016-06-01 19:00:00,2016-06-01T19:00,29.4,0.0
37,1946,2016-06-01,19:15:04,False,False,Gawai Dayak,2016-06-01 19:00:00,2016-06-01T19:00,29.4,0.0
38,1999,2016-06-01,19:30:04,False,False,Gawai Dayak,2016-06-01 19:00:00,2016-06-01T19:00,29.4,0.0
39,2022,2016-06-01,19:45:04,False,False,Gawai Dayak,2016-06-01 19:00:00,2016-06-01T19:00,29.4,0.0
40,2104,2016-06-01,20:00:04,False,False,Gawai Dayak,2016-06-01 20:00:00,2016-06-01T20:00,28.2,0.0
41,2248,2016-06-01,20:15:05,False,False,Gawai Dayak,2016-06-01 20:00:00,2016-06-01T20:00,28.2,0.0
42,2356,2016-06-01,20:30:07,False,False,Gawai Dayak,2016-06-01 20:00:00,2016-06-01T20:00,28.2,0.0
43,2522,2016-06-01,20:45:05,False,False,Gawai Dayak,2016-06-01 20:00:00,2016-06-01T20:00,28.2,0.0
44,2656,2016-06-01,21:00:05,False,False,Gawai Dayak,2016-06-01 21:00:00,2016-06-01T21:00,27.4,0.0
45,2868,2016-06-01,21:15:04,False,False,Gawai Dayak,2016-06-01 21:00:00,2016-06-01T21:00,27.4,0.0
46,3073,2016-06-01,21:30:04,False,False,Gawai Dayak,2016-06-01 21:00:00,2016-06-01T21:00,27.4,0.0
47,3292,2016-06-01,21:45:05,False,False,Gawai Dayak,2016-06-01 21:00:00,2016-06-01T21:00,27.4,0.0
48,3524,2016-06-01,22:00:05,False,False,Gawai Dayak,2016-06-01 22:00:00,2016-06-01T22:00,26.7,0.0
49,3851,2016-06-01,22:15:04,False,False,Gawai Dayak,2016-06-01 22:00:00,2016-06-01T22:00,26.7,0.0
50,4069,2016-06-01,22:30:04,False,False,Gawai Dayak,2016-06-01 22:00:00,2016-06-01T22:00,26.7,0.0
51,4199,2016-06-01,22:45:05,False,False,Gawai Dayak,2016-06-01 22:00:00,2016-06-01T22:00,26.7,0.0
52,4288,2016-06-01,23:00:06,False,False,Gawai Dayak,2016-06-01 23:00:00,2016-06-01T23:00,26.2,0.0
53,4389,2016-06-01,23:15:05,False,False,Gawai Dayak,2016-06-01 23:00:00,2016-06-01T23:00,26.2,0.0
54,4458,2016-06-01,23:30:05,False,False,Gawai Dayak,2016-06-01 23:00:00,2016-06-01T23:00,26.2,0.0
55,4467,2016-06-01,23:45:05,False,False,Gawai Dayak,2016-06-01 23:00:00,2016-06-01T23:00,26.2,0.0
56,4475,2016-06-02,00:00:04,False,False,Gawai Dayak Holiday,2016-06-02 00:00:00,2016-06-02T00:00,25.8,0.0
57,4475,2016-06-02,00:15:04,False,False,Gawai Dayak Holiday,2016-06-02 00:00:00,2016-06-02T00:00,25.8,0.0
58,4474,2016-06-02,00:30:05,False,False,Gawai Dayak Holiday,2016-06-02 00:00:00,2016-06-02T00:00,25.8,0.0
59,4473,2016-06-02,00:45:05,False,False,Gawai Dayak Holiday,2016-06-02 00:00:00,2016-06-02T00:00,25.8,0.0
60,4479,2016-06-02,01:00:04,False,False,Gawai Dayak Holiday,2016-06-02 01:00:00,2016-06-02T01:00,25.5,0.0
61,4480,2016-06-02,01:15:05,False,False,Gawai Dayak Holiday,2016-06-02 01:00:00,2016-06-02T01:00,25.5,0.0
62,4480,2016-06-02,01:30:05,False,False,Gawai Dayak Holiday,2016-06-02 01:00:00,2016-06-02T01:00,25.5,0.0
63,4480,2016-06-02,01:45:05,False,False,Gawai Dayak Holiday,2016-06-02 01:00:00,2016-06-02T01:00,25.5,0.0
64,4486,2016-06-02,02:00:04,False,False,Gawai Dayak Holiday,2016-06-02 02:00:00,2016-06-02T02:00,25.1,0.0
65,4486,2016-06-02,02:15:05,False,False,Gawai Dayak Holiday,2016-06-02 02:00:00,2016-06-02T02:00,25.1,0.0
66,4483,2016-06-02,02:30:06,False,False,Gawai Dayak Holiday,2016-06-02 02:00:00,2016-06-02T02:00,25.1,0.0
67,4487,2016-06-02,02:45:06,False,False,Gawai Dayak Holiday,2016-06-02 02:00:00,2016-06-02T02:00,25.1,0.0
68,4488,2016-06-02,03:00:04,False,False,Gawai Dayak Holiday,2016-06-02 03:00:00,2016-06-02T03:00,24.6,0.0
69,4489,2016-06-02,03:15:05,False,False,Gawai Dayak Holiday,2016-06-02 03:00:00,2016-06-02T03:00,24.6,0.0
70,4489,2016-06-02,03:30:04,False,False,Gawai Dayak Holiday,2016-06-02 03:00:00,2016-06-02T03:00,24.6,0.0
71,4488,2016-06-02,03:45:07,False,False,Gawai Dayak Holiday,2016-06-02 03:00:00,2016-06-02T03:00,24.6,0.0
72,4487,2016-06-02,04:00:04,False,False,Gawai Dayak Holiday,2016-06-02 04:00:00,2016-06-02T04:00,24.4,0.0
73,4488,2016-06-02,04:15:04,False,False,Gawai Dayak Holiday,2016-06-02 04:00:00,2016-06-02T04:00,24.4,0.0
74,4488,2016-06-02,04:30:04,False,False,Gawai Dayak Holiday,2016-06-02 04:00:00,2016-06-02T04:00,24.4,0.0
75,4488,2016-06-02,04:45:04,False,False,Gawai Dayak Holiday,2016-06-02 04:00:00,2016-06-02T04:00,24.4,0.0
76,4487,2016-06-02,05:00:03,False,False,Gawai Dayak Holiday,2016-06-02 05:00:00,2016-06-02T05:00,24.2,0.0
77,4489,2016-06-02,05:15:04,False,False,Gawai Dayak Holiday,2016-06-02 05:00:00,2016-06-02T05:00,24.2,0.0
78,4489,2016-06-02,05:30:04,False,False,Gawai Dayak Holiday,2016-06-02 05:00:00,2016-06-02T05:00,24.2,0.0
79,4485,2016-06-02,05:45:05,False,False,Gawai Dayak Holiday,2016-06-02 05:00:00,2016-06-02T05:00,24.2,0.0
80,4479,2016-06-02,06:00:05,False,False,Gawai Dayak Holiday,2016-06-02 06:00:00,2016-06-02T06:00,24.1,0.0
81,4467,2016-06-02,06:15:05,False,False,Gawai Dayak Holiday,2016-06-02 06:00:00,2016-06-02T06:00,24.1,0.0
82,4442,2016-06-02,06:30:04,False,False,Gawai Dayak Holiday,2016-06-02 06:00:00,2016-06-02T06:00,24.1,0.0
83,4395,2016-06-02,06:45:05,False,False,Gawai Dayak Holiday,2016-06-02 06:00:00,2016-06-02T06:00,24.1,0.0
84,4305,2016-06-02,07:00:04,False,False,Gawai Dayak Holiday,2016-06-02 07:00:00,2016-06-02T07:00,23.7,0.0
85,4178,2016-06-02,07:15:04,False,False,Gawai Dayak Holiday,2016-06-02 07:00:00,2016-06-02T07:00,23.7,0.0
86,4006,2016-06-02,07:30:04,False,False,Gawai Dayak Holiday,2016-06-02 07:00:00,2016-06-02T07:00,23.7,0.0
87,3826,2016-06-02,07:45:05,False,False,Gawai Dayak Holiday,2016-06-02 07:00:00,2016-06-02T07:00,23.7,0.0
88,3585,2016-06-02,08:00:04,False,False,Gawai Dayak Holiday,2016-06-02 08:00:00,2016-06-02T08:00,24.8,0.0
89,3314,2016-06-02,08:15:04,False,False,Gawai Dayak Holiday,2016-06-02 08:00:00,2016-06-02T08:00,24.8,0.0
90,3019,2016-06-02,08:30:04,False,False,Gawai Dayak Holiday,2016-06-02 08:00:00,2016-06-02T08:00,24.8,0.0
91,2734,2016-06-02,08:45:04,False,False,Gawai Dayak Holiday,2016-06-02 08:00:00,2016-06-02T08:00,24.8,0.0
92,2421,2016-06-02,09:00:05,False,False,Gawai Dayak Holiday,2016-06-02 09:00:00,2016-06-02T09:00,26.5,0.0
93,2141,2016-06-02,09:15:05,False,False,Gawai Dayak Holiday,2016-06-02 09:00:00,2016-06-02T09:00,26.5,0.0
94,1914,2016-06-02,09:30:03,False,False,Gawai Dayak Holiday,2016-06-02 09:00:00,2016-06-02T09:00,26.5,0.0
95,1650,2016-06-02,09:45:05,False,False,Gawai Dayak Holiday,2016-06-02 09:00:00,2016-06-02T09:00,26.5,0.0
96,1437,2016-06-02,10:00:05,False,False,Gawai Dayak Holiday,2016-06-02 10:00:00,2016-06-02T10:00,27.6,0.0
97,1257,2016-06-02,10:15:06,False,False,Gawai Dayak Holiday,2016-06-02 10:00:00,2016-06-02T10:00,27.6,0.0
98,1082,2016-06-02,10:30:06,False,False,Gawai Dayak Holiday,2016-06-02 10:00:00,2016-06-02T10:00,27.6,0.0
99,0935,2016-06-02,10:45:05,False,False,Gawai Dayak Holiday,2016-06-02 10:00:00,2016-06-02T10:00,27.6,0.0
100,0781,2016-06-02,11:00:06,False,False,Gawai Dayak Holiday,2016-06-02 11:00:00,2016-06-02T11:00,28.6,0.0
101,0625,2016-06-02,11:15:04,False,False,Gawai Dayak Holiday,2016-06-02 11:00:00,2016-06-02T11:00,28.6,0.0
102,0490,2016-06-02,11:30:06,False,False,Gawai Dayak Holiday,2016-06-02 11:00:00,2016-06-02T11:00,28.6,0.0
103,0336,2016-06-02,11:45:05,False,False,Gawai Dayak Holiday,2016-06-02 11:00:00,2016-06-02T11:00,28.6,0.0
104,0203,2016-06-02,12:00:05,False,True,Gawai Dayak Holiday,2016-06-02 12:00:00,2016-06-02T12:00,29.5,0.0
105,0126,2016-06-02,12:15:04,False,True,Gawai Dayak Holiday,2016-06-02 12:00:00,2016-06-02T12:00,29.5,0.0
106,0036,2016-06-02,12:30:05,False,True,Gawai Dayak Holiday,2016-06-02 12:00:00,2016-06-02T12:00,29.5,0.0
107,FULL,2016-06-02,12:45:05,False,True,Gawai Dayak Holiday,2016-06-02 12:00:00,2016-06-02T12:00,29.5,0.0
108,FULL,2016-06-02,13:00:06,False,True,Gawai Dayak Holiday,2016-06-02 13:00:00,2016-06-02T13:00,30.1,0.0
109,FULL,2016-06-02,13:15:05,False,True,Gawai Dayak Holiday,2016-06-02 13:00:00,2016-06-02T13:00,30.1,0.0
110,1175,2016-06-02,13:30:05,False,True,Gawai Dayak Holiday,2016-06-02 13:00:00,2016-06-02T13:00,30.1,0.0
111,1166,2016-06-02,13:45:05,False,True,Gawai Dayak Holiday,2016-06-02 13:00:00,2016-06-02T13:00,30.1,0.0
112,1147,2016-06-02,14:00:07,False,False,Gawai Dayak Holiday,2016-06-02 14:00:00,2016-06-02T14:00,30.2,0.0
113,1161,2016-06-02,14:30:03,False,False,Gawai Dayak Holiday,2016-06-02 14:00:00,2016-06-02T14:00,30.2,0.0
114,1175,2016-06-02,14:45:05,False,False,Gawai Dayak Holiday,2016-06-02 14:00:00,2016-06-02T14:00,30.2,0.0
115,1142,2016-06-02,15:00:08,False,False,Gawai Dayak Holiday,2016-06-02 15:00:00,2016-06-02T15:00,29.8,0.0
116,1181,2016-06-02,15:15:05,False,False,Gawai Dayak Holiday,2016-06-02 15:00:00,2016-06-02T15:00,29.8,0.0
117,1210,2016-06-02,15:30:04,False,False,Gawai Dayak Holiday,2016-06-02 15:00:00,2016-06-02T15:00,29.8,0.0
118,1290,2016-06-02,15:45:04,False,False,Gawai Dayak Holiday,2016-06-02 15:00:00,2016-06-02T15:00,29.8,0.0
119,1340,2016-06-02,16:00:05,False,True,Gawai Dayak Holiday,2016-06-02 16:00:00,2016-06-02T16:00,29.8,0.0
120,1426,2016-06-02,16:15:05,False,True,Gawai Dayak Holiday,2016-06-02 16:00:00,2016-06-02T16:00,29.8,0.0
121,1542,2016-06-02,16:30:03,False,True,Gawai Dayak Holiday,2016-06-02 16:00:00,2016-06-02T16:00,29.8,0.0
122,1683,2016-06-02,16:45:03,False,True,Gawai Dayak Holiday,2016-06-02 16:00:00,2016-06-02T16:00,29.8,0.0
123,1826,2016-06-02,17:00:03,False,True,Gawai Dayak Holiday,2016-06-02 17:00:00,2016-06-02T17:00,29.4,0.0
124,2001,2016-06-02,17:15:03,False,True,Gawai Dayak Holiday,2016-06-02 17:00:00,2016-06-02T17:00,29.4,0.0
125,2224,2016-06-02,17:30:03,False,True,Gawai Dayak Holiday,2016-06-02 17:00:00,2016-06-02T17:00,29.4,0.0
126,2427,2016-06-02,17:45:03,False,True,Gawai Dayak Holiday,2016-06-02 17:00:00,2016-06-02T17:00,29.4,0.0
127,2629,2016-06-02,18:00:04,False,False,Gawai Dayak Holiday,2016-06-02 18:00:00,2016-06-02T18:00,29.2,0.1
128,2766,2016-06-02,18:15:02,False,False,Gawai Dayak Holiday,2016-06-02 18:00:00,2016-06-02T18:00,29.2,0.1
129,2905,2016-06-02,18:30:03,False,False,Gawai Dayak Holiday,2016-06-02 18:00:00,2016-06-02T18:00,29.2,0.1
130,3009,2016-06-02,18:45:04,False,False,Gawai Dayak Holiday,2016-06-02 18:00:00,2016-06-02T18:00,29.2,0.1
131,3140,2016-06-02,19:00:03,False,False,Gawai Dayak Holiday,2016-06-02 19:00:00,2016-06-02T19:00,28.6,0.0
132,3199,2016-06-02,19:15:04,False,False,Gawai Dayak Holiday,2016-06-02 19:00:00,2016-06-02T19:00,28.6,0.0
133,3270,2016-06-02,19:30:04,False,False,Gawai Dayak Holiday,2016-06-02 19:00:00,2016-06-02T19:00,28.6,0.0
134,3358,2016-06-02,19:45:02,False,False,Gawai Dayak Holiday,2016-06-02 19:00:00,2016-06-02T19:00,28.6,0.0
135,3454,2016-06-02,20:00:02,False,False,Gawai Dayak Holiday,2016-06-02 20:00:00,2016-06-02T20:00,27.8,0.0
136,3579,2016-06-02,20:15:02,False,False,Gawai Dayak Holiday,2016-06-02 20:00:00,2016-06-02T20:00,27.8,0.0
137,3698,2016-06-02,20:30:02,False,False,Gawai Dayak Holiday,2016-06-02 20:00:00,2016-06-02T20:00,27.8,0.0
138,3840,2016-06-02,20:45:03,False,False,Gawai Dayak Holiday,2016-06-02 20:00:00,2016-06-02T20:00,27.8,0.0
139,3969,2016-06-02,21:00:04,False,False,Gawai Dayak Holiday,2016-06-02 21:00:00,2016-06-02T21:00,27.1,0.0
140,4147,2016-06-02,21:15:03,False,False,Gawai Dayak Holiday,2016-06-02 21:00:00,2016-06-02T21:00,27.1,0.0
141,4391,2016-06-02,21:30:02,False,False,Gawai Dayak Holiday,2016-06-02 21:00:00,2016-06-02T21:00,27.1,0.0
142,4613,2016-06-02,21:45:02,False,False,Gawai Dayak Holiday,2016-06-02 21:00:00,2016-06-02T21:00,27.1,0.0
143,4889,2016-06-02,22:00:02,False,False,Gawai Dayak Holiday,2016-06-02 22:00:00,2016-06-02T22:00,26.7,0.0
144,5146,2016-06-02,22:15:02,False,False,Gawai Dayak Holiday,2016-06-02 22:00:00,2016-06-02T22:00,26.7,0.0
145,5348,2016-06-02,22:30:03,False,False,Gawai Dayak Holiday,2016-06-02 22:00:00,2016-06-02T22:00,26.7,0.0
146,5422,2016-06-02,22:45:03,False,False,Gawai Dayak Holiday,2016-06-02 22:00:00,2016-06-02T22:00,26.7,0.0
147,5485,2016-06-02,23:00:02,False,False,Gawai Dayak Holiday,2016-06-02 23:00:00,2016-06-02T23:00,26.2,0.0
148,5499,2016-06-02,23:15:03,False,False,Gawai Dayak Holiday,2016-06-02 23:00:00,2016-06-02T23:00,26.2,0.0
149,5500,2016-06-02,23:30:02,False,False,Gawai Dayak Holiday,2016-06-02 23:00:00,2016-06-02T23:00,26.2,0.0
150,5499,2016-06-02,23:45:02,False,False,Gawai Dayak Holiday,2016-06-02 23:00:00,2016-06-02T23:00,26.2,0.0
151,5497,2016-06-03,00:00:05,False,False,No holidays,2016-06-03 00:00:00,2016-06-03T00:00,25.6,0.0
152,5499,2016-06-03,00:15:05,False,False,No holidays,2016-06-03 00:00:00,2016-06-03T00:00,25.6,0.0
153,5497,2016-06-03,00:30:04,False,False,No holidays,2016-06-03 00:00:00,2016-06-03T00:00,25.6,0.0
154,5500,2016-06-03,00:45:02,False,False,No holidays,2016-06-03 00:00:00,2016-06-03T00:00,25.6,0.0
155,5500,2016-06-03,01:00:03,False,False,No holidays,2016-06-03 01:00:00,2016-06-03T01:00,25.4,0.0
156,5499,2016-06-03,01:15:03,False,False,No holidays,2016-06-03 01:00:00,2016-06-03T01:00,25.4,0.0
157,5499,2016-06-03,01:30:03,False,False,No holidays,2016-06-03 01:00:00,2016-06-03T01:00,25.4,0.0
158,5498,2016-06-03,01:45:03,False,False,No holidays,2016-06-03 01:00:00,2016-06-03T01:00,25.4,0.0
159,5500,2016-06-03,02:00:02,False,False,No holidays,2016-06-03 02:00:00,2016-06-03T02:00,25.1,0.5
160,5500,2016-06-03,02:15:02,False,False,No holidays,2016-06-03 02:00:00,2016-06-03T02:00,25.1,0.5
161,5500,2016-06-03,02:30:03,False,False,No holidays,2016-06-03 02:00:00,2016-06-03T02:00,25.1,0.5
162,5499,2016-06-03,02:45:03,False,False,No holidays,2016-06-03 02:00:00,2016-06-03T02:00,25.1,0.5
163,5500,2016-06-03,03:00:02,False,False,No holidays,2016-06-03 03:00:00,2016-06-03T03:00,24.7,3.0
164,5499,2016-06-03,03:15:02,False,False,No holidays,2016-06-03 03:00:00,2016-06-03T03:00,24.7,3.0
165,5498,2016-06-03,03:30:03,False,False,No holidays,2016-06-03 03:00:00,2016-06-03T03:00,24.7,3.0
166,5499,2016-06-03,03:45:04,False,False,No holidays,2016-06-03 03:00:00,2016-06-03T03:00,24.7,3.0
167,5498,2016-06-03,04:00:05,False,False,No holidays,2016-06-03 04:00:00,2016-06-03T04:00,24.5,0.2
168,5500,2016-06-03,04:15:03,False,False,No holidays,2016-06-03 04:00:00,2016-06-03T04:00,24.5,0.2
169,5500,2016-06-03,04:30:04,False,False,No holidays,2016-06-03 04:00:00,2016-06-03T04:00,24.5,0.2
170,5500,2016-06-03,04:45:04,False,False,No holidays,2016-06-03 04:00:00,2016-06-03T04:00,24.5,0.2
171,5500,2016-06-03,05:00:02,False,False,No holidays,2016-06-03 05:00:00,2016-06-03T05:00,24.3,0.7
172,5500,2016-06-03,05:15:02,False,False,No holidays,2016-06-03 05:00:00,2016-06-03T05:00,24.3,0.7
173,5500,2016-06-03,05:30:02,False,False,No holidays,2016-06-03 05:00:00,2016-06-03T05:00,24.3,0.7
174,5499,2016-06-03,05:45:02,False,False,No holidays,2016-06-03 05:00:00,2016-06-03T05:00,24.3,0.7
175,5496,2016-06-03,06:00:03,False,False,No holidays,2016-06-03 06:00:00,2016-06-03T06:00,23.9,1.6
176,5490,2016-06-03,06:15:02,False,False,No holidays,2016-06-03 06:00:00,2016-06-03T06:00,23.9,1.6
177,5481,2016-06-03,06:30:02,False,False,No holidays,2016-06-03 06:00:00,2016-06-03T06:00,23.9,1.6
178,5465,2016-06-03,06:45:02,False,False,No holidays,2016-06-03 06:00:00,2016-06-03T06:00,23.9,1.6
179,5445,2016-06-03,07:00:02,False,False,No holidays,2016-06-03 07:00:00,2016-06-03T07:00,23.8,0.3
180,5401,2016-06-03,07:15:02,False,False,No holidays,2016-06-03 07:00:00,2016-06-03T07:00,23.8,0.3
181,5359,2016-06-03,07:30:02,False,False,No holidays,2016-06-03 07:00:00,2016-06-03T07:00,23.8,0.3
182,5298,2016-06-03,07:45:02,False,False,No holidays,2016-06-03 07:00:00,2016-06-03T07:00,23.8,0.3
183,5235,2016-06-03,08:00:02,False,False,No holidays,2016-06-03 08:00:00,2016-06-03T08:00,24.2,0.0
184,5154,2016-06-03,08:15:02,False,False,No holidays,2016-06-03 08:00:00,2016-06-03T08:00,24.2,0.0
185,5053,2016-06-03,08:30:02,False,False,No holidays,2016-06-03 08:00:00,2016-06-03T08:00,24.2,0.0
186,4948,2016-06-03,08:45:02,False,False,No holidays,2016-06-03 08:00:00,2016-06-03T08:00,24.2,0.0
187,4852,2016-06-03,09:00:03,False,False,No holidays,2016-06-03 09:00:00,2016-06-03T09:00,25.8,0.0
188,4727,2016-06-03,09:15:02,False,False,No holidays,2016-06-03 09:00:00,2016-06-03T09:00,25.8,0.0
189,4571,2016-06-03,09:30:04,False,False,No holidays,2016-06-03 09:00:00,2016-06-03T09:00,25.8,0.0
190,4416,2016-06-03,09:45:02,False,False,No holidays,2016-06-03 09:00:00,2016-06-03T09:00,25.8,0.0
191,4253,2016-06-03,10:00:02,False,False,No holidays,2016-06-03 10:00:00,2016-06-03T10:00,27.3,0.0
192,4097,2016-06-03,10:15:03,False,False,No holidays,2016-06-03 10:00:00,2016-06-03T10:00,27.3,0.0
193,3944,2016-06-03,10:30:03,False,False,No holidays,2016-06-03 10:00:00,2016-06-03T10:00,27.3,0.0
194,3780,2016-06-03,10:45:03,False,False,No holidays,2016-06-03 10:00:00,2016-06-03T10:00,27.3,0.0
195,3645,2016-06-03,11:00:05,False,False,No holidays,2016-06-03 11:00:00,2016-06-03T11:00,28.5,0.0
196,3511,2016-06-03,11:15:09,False,False,No holidays,2016-06-03 11:00:00,2016-06-03T11:00,28.5,0.0
197,3423,2016-06-03,11:30:03,False,False,No holidays,2016-06-03 11:00:00,2016-06-03T11:00,28.5,0.0
198,3302,2016-06-03,11:45:04,False,False,No holidays,2016-06-03 11:00:00,2016-06-03T11:00,28.5,0.0
199,3184,2016-06-03,12:00:03,False,True,No holidays,2016-06-03 12:00:00,2016-06-03T12:00,29.4,0.2
200,3038,2016-06-03,12:15:03,False,True,No holidays,2016-06-03 12:00:00,2016-06-03T12:00,29.4,0.2
201,2906,2016-06-03,12:30:03,False,True,No holidays,2016-06-03 12:00:00,2016-06-03T12:00,29.4,0.2
202,2768,2016-06-03,12:45:03,False,True,No holidays,2016-06-03 12:00:00,2016-06-03T12:00,29.4,0.2
203,2609,2016-06-03,13:00:03,False,True,No holidays,2016-06-03 13:00:00,2016-06-03T13:00,29.5,0.6
204,2500,2016-06-03,13:15:03,False,True,No holidays,2016-06-03 13:00:00,2016-06-03T13:00,29.5,0.6
205,2415,2016-06-03,13:30:03,False,True,No holidays,2016-06-03 13:00:00,2016-06-03T13:00,29.5,0.6
206,2417,2016-06-03,13:45:03,False,True,No holidays,2016-06-03 13:00:00,2016-06-03T13:00,29.5,0.6
207,2432,2016-06-03,14:00:03,False,False,No holidays,2016-06-03 14:00:00,2016-06-03T14:00,28.1,4.1
208,2479,2016-06-03,14:15:02,False,False,No holidays,2016-06-03 14:00:00,2016-06-03T14:00,28.1,4.1
209,2546,2016-06-03,14:30:02,False,False,No holidays,2016-06-03 14:00:00,2016-06-03T14:00,28.1,4.1
210,2599,2016-06-03,14:45:03,False,False,No holidays,2016-06-03 14:00:00,2016-06-03T14:00,28.1,4.1
211,2632,2016-06-03,15:00:03,False,False,No holidays,2016-06-03 15:00:00,2016-06-03T15:00,29.2,0.5
212,2669,2016-06-03,15:15:04,False,False,No holidays,2016-06-03 15:00:00,2016-06-03T15:00,29.2,0.5
213,2669,2016-06-03,15:30:02,False,False,No holidays,2016-06-03 15:00:00,2016-06-03T15:00,29.2,0.5
214,2705,2016-06-03,15:45:05,False,False,No holidays,2016-06-03 15:00:00,2016-06-03T15:00,29.2,0.5
215,2759,2016-06-03,16:00:05,False,True,No holidays,2016-06-03 16:00:00,2016-06-03T16:00,28.3,0.8
216,2830,2016-06-03,16:15:03,False,True,No holidays,2016-06-03 16:00:00,2016-06-03T16:00,28.3,0.8
217,2893,2016-06-03,16:30:05,False,True,No holidays,2016-06-03 16:00:00,2016-06-03T16:00,28.3,0.8
218,2947,2016-06-03,16:45:04,False,True,No holidays,2016-06-03 16:00:00,2016-06-03T16:00,28.3,0.8
